Wall time,Step,Value
1778327250.6389983,99,96.73030090332031
1778329714.7230272,104,97.41378784179688
1778332186.27297,109,97.18596649169922
1778334650.3142755,114,97.70320129394531
1778337134.5662227,119,97.71551513671875
1778339609.5489824,124,97.67857360839844
1778342057.882655,129,97.88177490234375
1778344529.9539807,134,97.90640258789062
1778346998.8650918,139,97.63546752929688
1778349462.209871,144,98.17118072509766
1778351930.2876894,149,97.98029327392578
1778354393.593151,154,98.07881927490234
1778356854.9002733,159,98.07881927490234
1778359310.6368797,164,98.0972900390625
1778361770.4540696,169,98.10344696044922
1778364241.3030205,174,98.1219253540039
1778366698.492716,179,98.22660064697266
1778369156.4961603,184,98.30664825439453
1778371620.4870996,189,98.30664825439453
1778374074.2338831,194,98.24507141113281
1778376534.679495,199,98.42980194091797
1778378985.7486224,204,98.30049133300781
1778381432.403981,209,98.46675109863281
1778383877.969603,214,98.41748809814453
1778386322.0873969,219,98.4421157836914
1778388767.4806788,224,98.49754333496094
1778391218.7915003,229,98.42364501953125
1778393664.8104246,234,98.34359741210938
1778396115.7253652,239,98.43595886230469
1778398561.765877,244,98.39900970458984
1778401006.434877,249,98.5160140991211
1778403446.121886,254,98.4605941772461
1778405890.5544312,259,98.47906494140625
1778408335.9306386,264,98.49754333496094
1778410789.1884072,269,98.49137878417969
1778413248.8977973,274,98.54679870605469
1778415702.6196442,279,98.62068939208984
1778418147.719959,284,98.54064178466797
1778420589.9915082,289,98.71920776367188
1778423033.4679756,294,98.75
1778425481.2600627,299,98.694580078125
1778427922.2536526,304,98.60221862792969
1778430364.408375,309,98.61453247070312
1778432809.3385293,314,98.65148162841797
1778435251.5756032,319,98.64531707763672
1778437694.9345396,324,98.70073699951172
1778440138.6541274,329,98.6083755493164
1778442582.4641738,334,98.67610931396484
1778445034.2158022,339,98.68842315673828
1778447492.269545,344,98.67610931396484
1778449941.34449,349,98.7253646850586
